"","game_id","team_1","team_2","win_1","win_2","total_active_stars","cum_final_score","total_views"
"1681",21700451,"PHI","SAC",48.28,31.03,0,196,19300
"1682",21700452,"NOP","WAS",50,53.33,4,222,10809
"1683",21700453,"CLE","MIL",74.19,53.57,3,235,36053
"1684",21700454,"TOR","CHA",71.43,36.67,3,240,10397
"1685",21700455,"ATL","IND",23.33,54.84,1,200,5758
"1686",21700456,"BOS","MIA",78.79,50,3,179,24533
"1688",21700458,"CHI","ORL",31.03,35.48,0,206,5278
"1690",21700460,"OKC","UTA",50,45.16,2,186,10828
"1691",21700461,"DAL","DET",25.81,56.67,1,203,3553
"1692",21700462,"DEN","MIN",53.33,58.06,2,216,8330
"1693",21700463,"POR","SAS",53.33,67.74,2,184,14035
"1694",21700464,"GSW","MEM",80,30,2,181,19744
"1695",21700465,"LAC","PHX",37.93,34.38,0,203,4022
"1696",21700466,"CLE","CHI",71.88,33.33,2,227,35333
"1697",21700467,"PHI","TOR",46.67,72.41,2,223,23405
"1698",21700468,"BOS","NYK",76.47,53.33,3,195,28997
"1699",21700469,"PHX","MEM",33.33,29.03,0,192,7440
"1700",21700470,"SAS","UTA",68.75,43.75,1,189,15488
"1701",21700471,"NYK","DET",54.84,54.84,2,205,19992
"1702",21700472,"NOP","ORL",48.39,34.38,2,208,10010
"1703",21700473,"BKN","WAS",36.67,54.84,2,203,8098
"1704",21700474,"DAL","MIA",28.12,51.61,1,214,5535
"1705",21700475,"HOU","LAC",83.33,40,1,246,21211
"1706",21700476,"MIL","CHA",55.17,35.48,2,213,10492
"1707",21700477,"ATL","OKC",22.58,51.61,2,237,19046
"1709",21700479,"GSW","LAL",80.65,37.93,3,219,39405
"1711",21700481,"MIL","CHA",56.67,34.38,1,217,16160
"1712",21700482,"BKN","IND",38.71,56.25,1,242,13047
"1713",21700483,"ORL","WAS",33.33,53.12,2,233,5054
"1714",21700484,"ATL","DAL",21.88,27.27,0,219,6087
"1715",21700485,"BOS","CHI",74.29,32.26,2,209,19233
"1716",21700486,"NOP","MIA",50,53.12,3,203,5605
"1717",21700487,"LAC","MEM",41.94,28.12,0,227,4668
"1718",21700488,"OKC","UTA",53.12,45.45,2,192,17068
"1719",21700489,"DEN","GSW",53.12,81.25,3,177,24208
"1721",21700491,"LAL","POR",36.67,50,0,187,19648
"1722",21700492,"SAC","SAS",35.48,66.67,1,207,10052
"1724",21700494,"CLE","GSW",72.73,78.79,5,191,89246
"1725",21700495,"BOS","WAS",75,54.55,4,214,47365
"1726",21700496,"HOU","OKC",80.65,54.55,3,219,44524
"1727",21700497,"LAL","MIN",35.48,60.61,2,225,25110
"1728",21700498,"IND","DET",57.58,56.25,2,190,11416
"1729",21700499,"DAL","TOR",26.47,74.19,2,191,14768
"1730",21700500,"MIA","ORL",51.52,32.35,1,196,7451
"1731",21700501,"CHI","MIL",31.25,54.84,1,221,15693
"1732",21700502,"BKN","SAS",37.5,67.65,1,206,13188
"1733",21700503,"DEN","UTA",54.55,44.12,0,190,5881
"1734",21700504,"PHX","MEM",34.29,30.3,0,196,7942
"1735",21700505,"LAC","SAC",40.62,34.38,0,217,6563
"1736",21700506,"BOS","CHA",72.97,36.36,3,193,23644
"1737",21700507,"DAL","IND",28.57,55.88,0,192,9880
"1738",21700508,"ATL","WAS",24.24,55.88,2,212,8842
"1739",21700509,"CHI","NYK",33.33,51.52,1,179,14804
"1740",21700510,"DEN","MIN",55.88,61.76,2,253,15584
"1741",21700511,"NOP","BKN",51.52,36.36,2,241,4081
"1742",21700512,"OKC","TOR",55.88,71.88,4,231,22732
"1743",21700513,"CLE","SAC",70.59,33.33,2,204,23747
"1744",21700514,"GSW","UTA",79.41,42.86,3,227,19664
"1745",21700515,"LAL","MEM",34.38,29.41,0,208,14746
"1747",21700517,"BOS","HOU",73.68,78.12,3,197,45715
"1748",21700518,"MIL","MIN",53.12,62.86,3,198,12900
"1749",21700519,"NYK","SAS",50,68.57,2,226,16745
"1752",21700522,"ATL","TOR",26.47,69.7,2,209,9298
"1753",21700523,"MIA","BKN",52.94,35.29,1,198,4848
"1757",21700527,"PHX","SAC",36.11,35.29,0,212,6699
"1760",21700530,"SAS","DET",69.44,55.88,2,172,16760
"1761",21700531,"MIA","ORL",51.43,33.33,1,228,8904
"1762",21700532,"NOP","NYK",51.43,48.57,3,208,19809
"1763",21700533,"ATL","POR",25.71,52.94,1,193,5735
"1764",21700534,"CLE","UTA",68.57,41.67,2,205,32933
"1766",21700536,"DEN","PHI",54.29,44.12,1,209,16071
"1767",21700537,"CHI","WAS",37.14,55.56,2,224,15693
"1769",21700539,"BOS","BKN",74.36,37.14,2,213,19244
"1771",21700541,"DAL","OKC",32.43,55.56,2,229,19651
"1772",21700542,"LAC","CHA",44.12,37.14,1,204,4798
"1773",21700543,"SAC","MEM",34.29,30.56,0,210,2524
"1774",21700544,"PHI","PHX",45.71,37.84,1,233,16230
"1775",21700545,"BKN","ORL",36.11,32.43,0,193,10250
"1776",21700546,"MIL","TOR",55.88,70.59,3,258,25818
"1777",21700547,"CHI","POR",36.11,51.43,0,244,14862
"1778",21700548,"LAL","MIN",31.43,62.16,2,210,17353
"1779",21700549,"CLE","POR",66.67,52.78,3,237,63352
"1780",21700550,"NYK","SAS",50,67.57,2,191,26410
"1781",21700551,"ATL","PHX",27.78,36.84,0,207,10454
"1782",21700552,"SAC","CHA",33.33,36.11,1,242,5875
"1784",21700554,"HOU","ORL",74.29,31.58,0,214,12188
"1786",21700556,"NYK","WAS",48.65,56.76,3,224,9909
"1787",21700557,"MIN","BKN",63.16,37.84,2,195,11213
"1788",21700558,"MIA","DET",52.78,57.14,2,215,6013
"1790",21700560,"CHI","TOR",35.14,71.43,2,239,6898
"1793",21700563,"DEN","PHX",52.78,38.46,0,245,3584
"1794",21700564,"NOP","UTA",50,43.24,2,206,6301
"1795",21700565,"LAL","OKC",30.56,54.05,2,229,20989
"1796",21700566,"GSW","HOU",78.95,75,3,238,51488
"1798",21700568,"MIA","NYK",54.05,47.37,2,210,19749
"1799",21700569,"PHI","DET",48.65,55.56,2,192,18295
"1800",21700570,"BOS","MIN",75.61,61.54,4,175,34924
"1802",21700572,"CHI","DAL",34.21,33.33,0,251,10941
"1803",21700573,"PHX","SAS",37.5,66.67,1,192,10812
"1805",21700575,"MEM","WAS",31.58,57.89,2,202,8088
"1806",21700576,"ATL","POR",27.03,51.35,1,199,4831
"1807",21700577,"LAL","CHA",29.73,37.84,1,202,17086
"1808",21700578,"GSW","LAC",79.49,45.95,3,226,32851
"1809",21700579,"BOS","BKN",76.19,39.47,2,172,28871
"1810",21700580,"HOU","DET",72.97,54.05,1,209,15199
"1811",21700581,"CHI","IND",35.9,50,1,211,6543
"1812",21700582,"CLE","ORL",65.79,30.77,2,258,34801
"1814",21700584,"NOP","MIN",51.35,60,4,214,10282
"1815",21700585,"DEN","SAC",55.26,32.43,0,204,7621
"1816",21700586,"MIA","UTA",55.26,41.03,1,205,18788
"1817",21700587,"DAL","NYK",32.5,46.15,1,196,19352
"1818",21700588,"PHX","OKC",36.59,56.41,2,214,20661
"1819",21700589,"POR","SAS",52.63,67.5,1,221,17204
"1820",21700590,"ATL","LAL",26.32,28.95,0,245,15294
"1821",21700591,"MIL","IND",55.26,51.28,2,205,15158
"1822",21700592,"BKN","TOR",38.46,72.97,2,227,17122
"1824",21700594,"CLE","MIN",66.67,60.98,4,226,31656
"1825",21700595,"NOP","DET",50,55.26,3,221,10295
"1826",21700596,"SAC","SAS",34.21,65.85,1,207,12349
"1827",21700597,"DEN","GSW",53.85,80,3,238,23674
"1828",21700598,"ATL","LAC",25.64,44.74,0,215,8533
"1829",21700599,"MIA","TOR",56.41,73.68,2,179,18843
"1830",21700600,"POR","OKC",53.85,55,2,223,22783
"1831",21700601,"DAL","ORL",31.71,30,0,213,8623
"1832",21700602,"LAL","SAC",30.77,33.33,0,185,19782
"1834",21700604,"MIA","IND",57.5,52.5,2,220,12329
"1835",21700605,"UTA","WAS",40,57.5,2,211,11257
"1836",21700606,"BKN","DET",37.5,53.85,1,194,3552
"1837",21700607,"CHI","NYK",34.15,47.5,1,241,19934
"1838",21700608,"HOU","POR",71.79,55,1,233,14171
"1841",21700611,"MIN","OKC",61.9,53.66,4,192,19142
"1842",21700612,"ATL","DEN",25,52.5,0,207,4657
"1843",21700613,"GSW","LAC",80.49,46.15,2,231,25244
"1845",21700615,"CLE","TOR",65,71.79,3,232,36959
"1846",21700616,"LAC","SAC",47.5,32.5,0,236,13279
"1849",21700619,"CLE","IND",63.41,51.22,3,192,45471
"1851",21700621,"ATL","BKN",26.83,36.59,0,215,7742
"1852",21700622,"GSW","MIL",78.57,55,4,202,32896
"1854",21700624,"NOP","POR",50,53.66,3,232,8017
"1855",21700625,"DEN","MEM",51.22,32.5,0,165,6608
"1857",21700627,"DAL","LAL",34.88,34.15,0,208,26523
"1858",21700628,"LAC","SAC",48.78,31.71,0,231,10653
"1859",21700629,"OKC","CHA",52.38,40,3,192,22022
"1860",21700630,"BKN","WAS",38.1,57.14,2,232,15475
"1862",21700632,"CHI","DET",35.71,55,1,212,15926
"1863",21700633,"DEN","SAS",52.38,65.12,1,192,13381
"1866",21700636,"IND","PHX",52.38,37.21,1,217,10484
"1867",21700637,"MIN","POR",63.64,52.38,3,223,14441
"1868",21700638,"DET","CHA",53.66,39.02,2,225,10114
"1869",21700639,"PHI","TOR",48.72,70.73,3,228,23366
"1870",21700640,"MIL","WAS",52.38,58.14,3,199,16517
"1871",21700641,"ATL","SAS",26.19,65.91,1,201,15963
"1872",21700642,"BKN","NYK",37.21,44.19,1,223,11839
"1873",21700643,"SAC","OKC",30.95,53.49,2,183,14564
"1875",21700645,"LAL","MEM",35.71,31.71,0,237,21180
"1877",21700647,"IND","UTA",53.49,40.48,1,203,5066
"1878",21700648,"HOU","LAC",73.17,50,1,215,18875
"1879",21700649,"MIN","ORL",64.44,27.91,2,210,15543
"1881",21700651,"DAL","DEN",34.09,51.16,0,207,8562
"1882",21700652,"PHX","POR",36.36,51.16,1,229,7322
"1883",21700653,"WAS","CHA",56.82,40.48,3,242,12533
"1884",21700654,"ATL","NOP",27.91,53.49,2,187,11115
"1887",21700657,"CHI","GSW",38.64,80,3,231,35394
"1888",21700658,"NYK","MEM",45.45,33.33,1,204,6940
"1890",21700660,"LAL","OKC",34.88,54.55,2,204,17028
"1891",21700661,"SAC","UTA",30.23,39.53,0,225,6719
"1892",21700662,"DEN","LAC",52.27,51.16,0,213,11399
"1893",21700663,"BOS","PHI",75.56,50,2,169,28605
"1894",21700664,"CLE","ORL",60.47,29.55,2,207,34007
"1895",21700665,"HOU","MIN",71.43,63.04,3,214,20571
"1896",21700666,"IND","POR",54.55,52.27,2,186,8200
"1897",21700667,"SAS","TOR",65.22,69.77,3,169,26477
"1898",21700668,"MIA","BKN",59.09,35.56,1,196,15259
"1899",21700669,"WAS","DET",55.56,51.16,3,234,11190
"1902",21700672,"NYK","UTA",44.44,40.91,1,232,13537
"1903",21700673,"LAL","IND",34.09,53.33,1,185,17332
"1904",21700674,"CLE","OKC",61.36,55.56,4,272,50393
"1905",21700675,"ATL","CHI",29.55,37.78,0,210,14407
"1906",21700676,"MIA","CHA",57.78,41.86,2,211,10648
"1907",21700677,"NOP","MEM",52.27,36.36,2,215,8944
"1910",21700680,"MIN","TOR",61.7,70.45,4,224,15249
"1911",21700681,"LAC","UTA",52.27,40,0,238,6759
"1912",21700682,"DAL","POR",33.33,53.33,1,225,6397
"1913",21700683,"BOS","ORL",73.91,28.89,2,198,20609
"1916",21700686,"IND","SAS",52.17,63.83,2,180,14475
"1918",21700688,"ATL","UTA",28.89,41.3,0,194,6629
"1919",21700689,"HOU","MIA",72.73,58.7,2,189,16893
"1922",21700692,"NOP","CHI",53.33,39.13,2,260,16551
"1924",21700694,"DEN","POR",50,54.35,1,205,8196
"1925",21700695,"LAC","MIN",51.11,62.5,2,244,13075
"1927",21700697,"BKN","OKC",38.3,56.52,2,217,26257
"1928",21700698,"CLE","SAS",60,62.5,3,216,40666
"1930",21700700,"BOS","LAL",72.34,36.96,2,215,33285
"1931",21700701,"NOP","CHA",54.35,42.22,3,197,12335
"1932",21700702,"UTA","DET",40.43,48.89,1,193,9587
"1933",21700703,"IND","PHX",53.19,36.17,1,217,3479
"1934",21700704,"CHI","PHI",38.3,51.16,1,216,14266
"1935",21700705,"ATL","TOR",30.43,68.89,2,201,5482
"1937",21700707,"SAS","MEM",63.27,36.96,1,193,8053
"1938",21700708,"MIN","POR",63.27,53.19,3,237,11179
"1939",21700709,"BOS","LAC",70.83,50,2,215,18749
"1940",21700710,"MIA","SAC",57.45,29.79,1,177,14335
"1941",21700711,"OKC","WAS",57.45,55.32,4,233,26031
"1942",21700712,"DEN","NYK",51.06,43.75,1,248,8625
"1943",21700713,"GSW","MIN",79.17,62,6,239,29072
"1944",21700714,"ATL","CHA",29.79,41.3,1,231,9409
"1945",21700715,"CLE","IND",58.7,54.17,3,223,34111
"1947",21700717,"CHI","LAL",37.5,38.3,0,211,18457
"1948",21700718,"LAC","MEM",48.94,36.17,0,209,3627
"1949",21700719,"MIL","BKN",52.17,37.5,1,207,4899
"1950",21700720,"NOP","HOU",55.32,73.91,3,228,25419
"1951",21700721,"DAL","POR",33.33,54.17,1,200,3697
"1952",21700722,"PHI","SAS",52.27,64,2,175,15530
"1953",21700723,"NYK","PHX",42.86,35.42,1,192,7939
"1954",21700724,"OKC","DET",58.33,47.83,3,229,25479
"1955",21700725,"ORL","IND",29.79,53.06,1,226,12632
"1956",21700726,"ATL","WAS",29.17,54.17,1,233,5904
"1957",21700727,"MIA","CHA",56.25,42.55,2,186,11572
"1958",21700728,"BOS","GSW",71.43,79.59,6,214,56477
"1959",21700729,"MIN","BKN",60.78,36.73,2,208,6498
"1960",21700730,"DAL","DEN",32.65,52.08,0,180,8022
"1962",21700732,"HOU","PHX",72.34,34.69,1,215,16267
"1963",21700733,"NOP","LAC",56.25,50,2,215,13199
"1964",21700734,"CLE","DET",59.57,46.81,3,225,26782
"1965",21700735,"LAL","TOR",39.58,68.09,2,234,12437
"1968",21700738,"IND","CHA",54,41.67,2,201,10843
"1969",21700739,"ATL","MIN",28.57,61.54,2,205,11911
"1970",21700740,"PHX","MEM",34,35.42,0,229,2839
"1971",21700741,"MIL","PHI",54.17,52.17,1,202,16667
"1972",21700742,"DAL","MIA",32,57.14,1,183,6939
"1973",21700743,"BOS","DEN",70,53.06,2,221,19665
"1975",21700745,"BKN","NYK",36,44,1,206,7417
"1976",21700746,"MIN","TOR",60.38,68.75,4,213,12814
"1977",21700747,"CLE","DET",60.42,45.83,3,239,36387
"1978",21700748,"HOU","ORL",72.92,29.17,1,221,11565
"1979",21700749,"NOP","SAC",55.1,30.61,1,217,2754
"1982",21700752,"LAC","POR",51.02,55.1,1,200,9651
"1983",21700753,"IND","MEM",54.9,36.73,1,206,8286
"1984",21700754,"LAL","ORL",38.78,28.57,0,232,11049
"1987",21700757,"CLE","MIA",59.18,58,2,180,32065
"1988",21700758,"BOS","NYK",70.59,45.1,2,176,15087
"1990",21700760,"DAL","PHX",31.37,33.33,0,190,6106
"1991",21700761,"MEM","DET",36,46.94,1,206,23452
"1994",21700764,"HOU","SAS",73.47,64.15,2,193,24878
"1995",21700765,"DEN","OKC",50.98,58.82,2,251,22271
"1997",21700767,"ATL","BOS",29.41,71.15,1,229,16440
"1998",21700768,"LAL","BKN",38,36.54,0,201,16835
"1999",21700769,"POR","TOR",56.86,68,3,235,7853
"2001",21700771,"MIL","NYK",54,44.23,2,182,17222
"2002",21700772,"NOP","OKC",54,57.69,3,214,21200
"2003",21700773,"PHX","UTA",34.62,44,0,226,4275
"2005",21700775,"CHI","LAC",35.29,50,0,216,16452
"2006",21700776,"MIA","DET",55.77,48,2,218,17851
"2007",21700777,"IND","PHI",54.72,51.02,2,192,17194
"2008",21700778,"ORL","WAS",30,56.86,1,213,5368
"2009",21700779,"CLE","HOU",60,74,2,208,38865
"2010",21700780,"NOP","MIN",54.9,60,3,225,8118
"2011",21700781,"SAS","UTA",62.96,45.1,1,231,10815
"2013",21700783,"DAL","SAC",30.77,31.37,0,205,6038
"2014",21700784,"BOS","POR",71.7,55.77,2,193,24318
"2016",21700786,"ATL","NYK",28.85,43.4,1,195,9779
"2017",21700787,"TOR","MEM",68.63,35.29,2,187,5570
"2018",21700788,"LAL","OKC",39.22,56.6,2,212,29793
"2019",21700789,"PHX","CHA",33.96,43.14,1,225,8191
"2020",21700790,"POR","DET",54.72,49.02,2,202,13470
"2021",21700791,"IND","WAS",55.56,57.69,1,213,9064
"2022",21700792,"MIA","ORL",54.72,29.41,1,220,10548
"2023",21700793,"NOP","UTA",53.85,46.15,1,242,8949
"2024",21700794,"DEN","CHA",52.83,44.23,1,225,6658
"2025",21700795,"CHI","SAC",34.62,30.77,0,202,7448
"2026",21700796,"DAL","LAC",32.08,50.98,0,205,9651
"2027",21700797,"CLE","ORL",58.82,30.77,1,214,32463
"2028",21700798,"BOS","TOR",72.22,69.23,4,202,22178
"2029",21700799,"ATL","MEM",30.19,34.62,0,190,2049
"2030",21700800,"HOU","BKN",74.51,35.19,1,236,10731
"2031",21700801,"MIL","NYK",55.77,42.59,2,192,9507
"2032",21700802,"PHI","WAS",50,58.49,2,217,15489
"2033",21700803,"GSW","OKC",77.36,55.56,6,230,44871
"2034",21700804,"LAL","PHX",40.38,33.33,0,205,10269
"2035",21700805,"BKN","DET",34.55,50,1,221,12957
"2036",21700806,"HOU","MIA",75,53.7,2,210,16875
"2037",21700807,"CLE","MIN",57.69,60.71,3,278,41846
"2039",21700810,"PHX","SAS",32.73,61.82,1,210,10181
"2040",21700811,"ATL","ORL",31.48,32.08,0,198,9825
"2041",21700812,"NYK","TOR",41.82,69.81,2,201,11064
"2042",21700813,"BOS","WAS",70.91,57.41,3,214,37408
"2044",21700815,"DAL","GSW",31.48,75.93,4,224,22996
"2045",21700816,"LAL","OKC",41.51,56.36,1,187,23557
"2047",21700818,"NOP","PHI",52.83,50.98,2,182,15705
"2048",21700819,"ATL","CLE",30.91,58.49,2,230,43539
"2049",21700820,"BOS","IND",71.43,54.55,3,188,24735
"2051",21700822,"CHI","MIN",33.96,59.65,2,227,15789
"2052",21700823,"DEN","HOU",53.7,75.47,1,234,10491
"2053",21700824,"UTA","CHA",48.15,42.59,1,200,9290
"2054",21700825,"POR","SAC",54.55,32.08,1,218,7132
"2055",21700826,"NOP","BKN",51.85,33.93,1,266,21968
"2056",21700827,"MIL","ORL",55.56,33.33,1,215,10039
"2057",21700828,"LAC","PHI",52.83,51.92,1,210,19606
"2058",21700829,"CHI","WAS",35.19,56.36,1,191,8208
"2060",21700831,"GSW","SAS",76.36,62.5,5,227,33461
"2061",21700832,"DEN","PHX",52.73,32.14,0,236,7691
"2062",21700833,"TOR","CHA",70.37,41.82,3,226,15139
"2063",21700834,"ATL","DET",30.36,50,1,233,16538
"2065",21700836,"NYK","IND",41.07,55.36,1,234,12385
"2066",21700837,"DAL","HOU",32.14,75.93,1,201,12557
"2067",21700838,"MIN","SAC",58.62,31.48,2,217,9215
"2068",21700839,"OKC","MEM",55.36,33.33,1,202,11886
"2069",21700840,"POR","UTA",55.36,49.09,1,211,10869
"2070",21700841,"NOP","DET",52.73,49.09,2,221,13345
"2071",21700842,"NYK","PHI",40.35,52.83,1,200,16395
"2072",21700843,"LAC","BKN",51.85,33.33,0,215,6630
"2075",21700846,"GSW","PHX",76.79,31.58,3,212,19267
"2076",21700847,"MIA","TOR",53.57,70.91,3,227,20590
"2077",21700848,"ATL","MIL",31.58,56.36,1,189,6436
"2078",21700849,"HOU","MIN",76.36,59.32,3,234,18195
"2079",21700850,"CLE","OKC",60,56.14,3,232,55244
"2080",21700851,"DAL","SAC",31.58,30.91,0,223,4306
"2081",21700852,"DEN","SAS",53.57,60.34,0,226,12524
"2083",21700854,"ORL","CHA",32.14,41.07,1,206,4777
"2084",21700855,"MIA","PHI",52.63,53.7,2,206,21135
"2085",21700856,"BKN","IND",32.76,56.14,1,211,6284
"2086",21700857,"NYK","WAS",39.66,57.14,1,231,7010
"2087",21700858,"BOS","LAC",68.97,52.73,2,248,21499
"2088",21700859,"CHI","TOR",35.71,71.43,2,220,5527
"2089",21700860,"HOU","SAC",76.79,32.14,1,191,7181
"2090",21700861,"OKC","MEM",55.17,32.73,2,235,11375
"2091",21700862,"NOP","LAL",53.57,41.82,1,256,13676
"2092",21700863,"PHX","UTA",31.03,50.88,0,204,7423
"2093",21700864,"GSW","POR",77.19,54.39,5,240,32728
"2094",21700865,"DEN","MIL",54.39,57.14,1,257,17379
"2095",21700866,"LAL","MIN",41.07,58.33,2,230,24710
"2097",21700868,"NYK","ORL",38.98,31.58,0,233,10514
"2098",21700869,"CLE","WAS",60.71,57.89,2,213,38706
"2102",21700873,"BOS","DET",67.8,49.12,3,208,24013
"2103",21700874,"ATL","IND",30.51,56.9,1,209,4171
"2104",21700875,"WAS","CHA",58.62,43.1,2,227,5677
"2105",21700876,"MIL","TOR",56.14,71.93,3,241,21807
"2106",21700877,"HOU","MIN",77.19,59.02,3,222,19948
"2108",21700879,"NOP","MIA",54.39,51.72,2,247,14593
"2109",21700880,"DEN","SAS",55.17,59.32,1,241,11946
"2110",21700881,"LAC","PHX",52.63,30.51,0,245,3875
"2111",21700882,"POR","UTA",55.17,51.72,1,181,7404
"2112",21700883,"DAL","LAL",31.03,40.35,0,226,17370
"2114",21700885,"MIA","MEM",50.85,31.58,1,204,7630
"2116",21700887,"GSW","OKC",76.27,56.67,6,192,51621
"2119",21700890,"DAL","UTA",30.51,50.85,0,187,8407
"2120",21700891,"LAL","SAC",41.38,31.03,0,221,18324
"2121",21700892,"DET","CHA",48.28,44.07,2,212,9352
"2122",21700893,"NOP","MIL",55.17,56.9,2,244,22079
"2124",21700895,"PHI","WAS",56.14,57.63,2,203,14497
"2125",21700896,"DEN","HOU",55.93,77.59,1,233,15462
"2127",21700898,"BOS","MEM",68.85,31.03,2,207,10739
"2129",21700900,"GSW","NYK",76.67,39.34,4,236,23976
"2130",21700901,"TOR","DET",70.69,47.46,3,217,6155
"2131",21700902,"NOP","PHX",55.93,29.51,1,241,8506
"2132",21700903,"ORL","OKC",30.51,55.74,2,217,13794
"2133",21700904,"DAL","IND",30,57.63,1,212,6305
"2134",21700905,"HOU","UTA",77.97,51.67,1,181,18646
"2137",21700908,"CLE","BKN",59.32,32.79,1,252,33165
"2138",21700909,"MIA","PHI",51.67,55.17,2,203,22250
"2139",21700910,"MIL","WAS",55.93,58.33,2,211,12865
"2140",21700911,"POR","SAC",56.67,30,1,215,5775
"2141",21700912,"DEN","LAC",55,53.45,0,242,11474
"2142",21700913,"MIL","DET",55,46.67,2,197,10922
"2143",21700914,"ORL","TOR",30,71.19,2,221,9274
"2144",21700915,"ATL","IND",29.51,56.67,1,209,5059
"2145",21700916,"BOS","CHA",69.35,45.9,3,240,11461
"2147",21700918,"PHX","MEM",29.03,30.51,0,212,3007
"2148",21700919,"DAL","OKC",31.15,56.45,2,221,20513
"2149",21700920,"NOP","SAS",56.67,59.02,2,237,14099
"2150",21700921,"HOU","LAC",78.33,54.24,1,197,15406
"2152",21700923,"CLE","PHI",60,54.24,2,205,42108
"2154",21700925,"MIN","POR",59.38,57.38,3,207,12721
"2155",21700926,"ORL","DET",29.51,47.54,1,221,11327
"2156",21700927,"PHI","CHA",55,45.16,2,209,20459
"2157",21700928,"ATL","GSW",30.65,77.42,4,223,28136
"2159",21700930,"CHI","DAL",32.79,30.65,0,208,5753
"2160",21700931,"DEN","MEM",54.1,30,0,210,4301
"2161",21700932,"MIL","IND",54.1,55.74,2,199,8428
"2162",21700933,"PHX","OKC",30.16,57.14,2,240,20425
"2163",21700934,"MIN","UTA",58.46,50.82,1,224,14189
"2164",21700935,"LAC","NYK",53.33,38.71,0,233,6421
"2165",21700936,"ORL","MEM",30.65,29.51,0,207,9607
"2167",21700938,"MIA","DET",51.61,46.77,2,201,10298
"2170",21700941,"POR","OKC",58.06,57.81,3,208,21211
"2171",21700942,"SAC","UTA",30.65,51.61,0,189,5374
"2172",21700943,"ATL","PHX",30.16,29.69,0,225,13480
"2173",21700944,"TOR","CHA",72.13,44.44,3,201,11155
"2174",21700945,"IND","WAS",56.45,57.14,2,193,11659
"2175",21700946,"NOP","DAL",57.38,30.16,1,235,7203
"2176",21700947,"MIL","PHI",53.23,55.74,2,228,20203
"2178",21700949,"NYK","SAC",38.1,30.16,0,201,6270
"2179",21700950,"CLE","DET",58.06,46.03,2,202,26226
"2180",21700951,"MIL","IND",53.97,57.14,2,181,15351
"2181",21700952,"MIA","PHX",52.38,29.23,1,228,6596
"2182",21700953,"BOS","CHI",68.75,33.87,1,194,12671
"2183",21700954,"SAS","MEM",57.14,29.03,1,198,11610
"2184",21700955,"ORL","UTA",31.75,52.38,0,174,7352
"2185",21700956,"LAL","POR",45.16,58.73,1,211,25250
"2186",21700957,"PHI","CHA",54.84,43.75,2,242,13447
"2187",21700958,"ATL","TOR",31.25,72.58,2,196,6465
"2188",21700959,"MIA","WAS",53.12,56.25,2,230,16695
"2189",21700960,"HOU","OKC",79.03,56.92,3,234,37136
"2192",21700963,"GSW","BKN",77.78,31.25,4,215,19913
"2193",21700964,"NOP","LAC",58.06,54.84,1,237,11310
"2194",21700965,"IND","UTA",57.81,53.12,1,188,12758
"2195",21700966,"TOR","DET",71.43,45.31,3,240,20049
"2196",21700967,"CHI","MEM",33.33,28.57,0,229,5194
"2199",21700970,"CLE","DEN",58.73,54.69,1,221,27734
"2200",21700971,"LAL","ORL",44.44,31.25,0,215,16638
"2201",21700972,"BKN","CHA",30.77,43.08,1,236,8175
"2203",21700974,"BOS","MIN",69.23,57.58,3,226,25225
"2204",21700975,"PHX","OKC",28.79,56.06,2,202,11664
"2205",21700976,"GSW","SAS",78.12,57.81,5,217,35328
"2206",21700977,"CHI","DET",34.38,44.62,1,182,8630
"2207",21700978,"ATL","IND",30.77,56.92,1,199,5254
"2209",21700980,"UTA","MEM",53.85,28.12,0,173,5986
"2210",21700981,"MIL","NYK",52.31,36.92,1,232,8493
"2211",21700982,"NOP","WAS",59.38,56.92,2,213,6988
"2212",21700983,"DEN","LAL",53.85,45.31,0,241,23152
"2213",21700984,"GSW","POR",78.46,60,4,233,31389
"2214",21700985,"ORL","SAC",30.77,30.77,0,182,2343
"2216",21700987,"PHX","CHA",28.36,42.42,1,237,9866
"2217",21700988,"MIA","WAS",53.03,57.58,2,231,16223
"2218",21700989,"DAL","MEM",30.77,27.69,0,194,3690
"2220",21700991,"LAC","ORL",54.69,30.3,0,218,9524
"2221",21700992,"NYK","TOR",36.36,73.85,2,238,13375
"2222",21700993,"ATL","CHI",30.3,33.85,0,251,5906
"2224",21700995,"NOP","UTA",58.46,54.55,1,215,16609
"2225",21700996,"DEN","SAC",54.55,31.82,0,234,6705
"2226",21700997,"DAL","HOU",31.82,78.46,1,187,13745
"2228",21700999,"BKN","PHI",31.82,54.69,1,217,9117
"2230",21701001,"HOU","SAS",78.79,56.06,1,202,20117
"2231",21701002,"MIL","MEM",53.03,27.27,1,224,6232
"2232",21701003,"SAC","OKC",31.34,57.35,2,207,14461
"2233",21701004,"MIA","POR",53.73,60.61,2,214,14124
"2234",21701005,"IND","PHI",58.21,55.38,2,199,19615
"2235",21701006,"MIN","WAS",57.35,56.72,2,227,12378
"2236",21701007,"ATL","OKC",29.85,57.97,2,226,13745
"2237",21701008,"BKN","TOR",31.34,74.24,2,218,9902
"2238",21701009,"DAL","NYK",31.34,35.82,0,207,3465
"2239",21701010,"CHI","LAC",34.85,55.38,0,218,5441
"2240",21701011,"NOP","CHA",57.58,43.28,2,234,8832
